RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
984500557D07912CH977,SHRINIVASA EDUCATIONAL AND CHARITABLE TRUST,"2, 48","nan, NO.2/48, CHINNA KARATTUR, VELLAYEMPALAYAM ROAD, BRAMMADESAM POST, ANTHIYUR TALUK",ERODE,IN-TN,638315,IN
335800GBTMYCIH6LAL57,ELITE TEXTILE MILL PRIVATE LIMITED,349,"nan, NO., KUMARAN RICE MILL, DEVI CHITRA THEATRE ROAD, PERUNDURAI, ERODE, ERODE",ERODE,IN-TN,638052,IN
3358002Y58IIUDFKNK54,EXCEL AART,"361, 24, 1ST","7th Cross Road, NO.361/24, 1ST FLOOR, ARUNODAYA, WILSON GARDEN",BENGALURU,IN-KA,560027,IN
8945001MYVN9J4WV3Q56,GOKUL DYEING FACTORY,"37, 2, 38, 2","nan, NO.37/2, 38/2, SAMBAVAYAL THOTTAM, MANGALAM, TIRUPUR",TIRUPUR,,641663,IN
335800KCGQZ3HE4AW155,SUGANYA AGGREGATES,"40, 5","nan, NO.40/5, TAMILPADI TO ALADIPATTI ROAD, ARUPPUKOTTAI, RAMASAMYPATTI, VIRUDHUNAGAR",ARUPPUKOTTAI,IN-TN,626129,IN
3358008AY2D268GTR478,KRISHNA THE SILK STORE,"464, 100","9th Street Extension, NO.464 DR.RAJENDRA PRASAD ROAD, 100 FEET ROAD, SREE GOKULAM TOWERS, NEAR BY KALYAN JEWELLERY, GANDHIPURAM",COIMBATORE,IN-TN,641012,IN
335800XT6H982ET5MS54,VVH MAHAL PRIVATE LIMITED,49,"nan, NO., KUMBAKONAM MAIN ROAD, VINITH GARDEN, KADAMPULIYUR, CUDDALORE",PANRUTI,IN-TN,607103,IN
8945008APDLMH5OWVQ75,LAKSHMANAN ISOLA PRIVATE LIMITED,5,"nan, NO., CASAFINA, PRIMROSE ROAD",BENGALURU,,560025,IN
98450074F712D8FD2C07,M/S SRI MOOKAMBIKA EDUCATION SOCIETY,"34, 5th","nan, NR Colony, Basavanagudi, No. 34, N.R. Colony, 5th Main Road",Bangalore,IN-KA,560019,IN
984500D59D3VD19CA307,FCS BAZAAR,1,"28, 1st Street, NSK Nagar, Anna Nagar,  No., Kalki Nagar, Arumbakkam",Chennai,IN-TN,600106,IN
984500A58B1DEB5DAD92,AMBATY SILKS PRIVATE LIMITED,"25, 274, 501, 5th","nan, NSP Colony, H.No. 25-274/501, 5th Floor, Akshaya Residency, Employees Colony, Nuzvid",Krishna,IN-AP,521201,IN
8945002BWULMY4DB3Q43,HOTEL CLARK'S (VARANASI) LIMITED.,"20, 54","20, The Mall Road, Nadesar, Varanasi cantonment, S-20/54, VARANASI",VARANASI,,221002,IN
64885P740ZWBG05W5K30,MADAM AGRO-FOOD INDUSTRIES PRIVATE LIMITED,"Nadiyawala Colony 2, 501","Chincholi Bunder Road, Nadiyawala Colony 2, Malad West, 501, Kalpataru Plaza, Malad (West), Maharashtra",Mumbai,,400064,IN
6488PA73G6IGA308Q450,SMART DISTRIBUTOR,95B,"nan, Nagappa Industrial Estate, , GNT Road, Pozhal",Chennai,,600066,IN
984500B46BAA6DL43859,AQMEN MEDTECH PRIVATE LIMITED,"46, 1, 9th","nan, Nagasandra, Site No. 46/1, Nanjundeshwara Layout, Chikkabiddrekallu, Nagasandra(P), 9th Mile, Tumkur Rd",Bangalore,IN-KA,560073,IN
9845006B0BA5DEBB2631,PRANABALLAV RICE MILL,Naha1,"nan, NAHA, SADHA",Kendujhar,IN-OD,758023,IN
335800R331J82Y9FYG77,KARORI JEWELLERS PRIVATE LIMITED,"2127, 28, 58","nan, Naiwala, Karol Bagh, 2127/28/58 T/F, CENTRAL DELHI",DELHI,IN-DL,110005,IN
335800FDPE7D63ZBY756,VRB TECHNOLOGIES PRIVATE LIMITED,"13, 1, 2 21, 25 TO 31, 201","nan, Nakhate Vasti, Baderaj Colony, Pimple Saudagar, 13/1, 2 21/25 TO 31 GANESHYAM COMMERCIAL, PHASE -IIPLOT-E, SECOND FLOOR, OFFICE NO-201, PUNE",PUNE,IN-MH,411027,IN
9845005DA144FD6I0796,LUSTROUS BUILDCON LLP,"269, 1","nan, Naktala, Garia, IST FLOOR, 269/1 NETAJI SUBHAS CHANDRA BOSE ROAD",Kolkata,IN-WB,700047,IN
64886M9PC2ZYOZ388604,SHREE GURU DEVELOPERS,"155, 2","nan, Nana Chiloda, SURVEY NO-155/2 OPP.KARAI BRIGHT SCHOOL, KARAI CANAL ROAD",AHMEDABAD,,382330,IN
984500982AED37559F17,AMITY CHARITABLE TRUST,"9, 8, 7, 8, 7, 7, 1, 7, 2, 7, 3, 8, 1 and 8, 2","nan, Nana Varachha, Plot No. 9, 8, 7, Paiki Sub Plot No. 8/A, 7, Paiki Plot No. 7/1, 7/2, 7/3, 8/A/1 and 8/A/2, Aakar Society",Surat,IN-GJ,395006,IN
64888914XNY5A57IHW44,SHREE SAI CONSTRUCTION,"OLD 1127, 29, NEW 10, 29","nan, Nanda Nagar, OLD 1127/29, NEW 10/29, MAIN ROAD",INDORE,,452008,IN
984500DN8676AA840E08,M/S SASHREEK EDUCATIONAL SOCIETY,"1, 103, 92","Road Number 69, Nandagiri Hills, Jubilee Hills, Aditya Hills paradise-1, flot no. 103, Plat no. 92",HYDERABAD,IN-TS,500033,IN
335800UPSOAMH4QOGK05,KATALYSST CPG CONSULTANTS LLP,"33, 9TH, 2ND, 3RD","Ring Road, Nandini Layout, NO. 33, GROUND FLOOR, 9TH CROSS, 2ND & 3RD BLOCK, NANDINI, LAYOU, T, BANGALORE",BANGALORE,IN-KA,560096,IN
8945008ZSW3RJ4H8JA43,PRUDENT REALESTATES AND DEVELOPERS LLP,10,"nan, Nangal Raya, Janakpuri, PLOT NO. BLOCK-D RBC NANGAL RAYA",NEW DELHI,,110059,IN
6488S40YAJ07V38S4T47,PRASHANTI FORMULATIONS LIMITED,6th,"nan, Nangal Shaheedan,  KM, Chandigarh Road",Hoshiarpur,,146001,IN
64887W5HFB78UUZ38389,AEC CHENNAI PRIVATE LIMITED,"16, 3rd, 16th, 3rd","nan, Nanganallur, No. 16, 3rd Floor, 16th Street, 3rd Main Road",Chennai,,600061,IN
3358006VJCEMIIIXM522,SUNRISE EMBEDDED SOLUTIONS PRIVATE LIMITED,PLOT NO 253,"nan, Nangli Sakrawati, , NANGALI SAKRAWATI, INDUSTRIAL AREA, MAIN NAJAFGARH ROAD, SOUTH WEST DELHI, NEW DELHI",NEW DELHI,IN-DL,110043,IN
894500949N111L1QIE55,RAKESH JAISWAL,00,"Naudra Bridge, Napier Town, , HOTEL KARTIK",JABALPUR,,482002,IN
8945009RTQ1HPQJ9ME40,SHOBHA MINERALS,765,"4th Bridge Road, Napier Town, , OPP GOODWILL APARTMENT NAPIER TOWN",JABALPUR,,482001,IN
335800CBKS3KP7LGTV26,WORLD SEALANTS PRIVATE LIMITED,"Naraina Industrial Area Phase 1, 241, 1","nan, Naraina Industrial Area Phase 1, Naraina, B-241, GROUND FLOOR, FRONT PORTION NARAINA INDUSTRIAL AREA, PHASE-1, NEW DELHI, DELHI, DELHI, INDIA",DELHI,IN-DL,110028,IN
8945006I6UIXZYFHPY92,Advanced Fire And Safety India Private Limited,"Naraina Industrial Area Phase 1, 77, 1","nan, Naraina Industrial Area Phase 1, Naraina, Plot No. H-77, UPSIDC, M G Road Industrial Area, Phase -1",Ghaziabad,,201015,IN
98450088CE1A61T3E764,NCR CHEMI HI-TECH PRIVATE LIMITED,11,"nan, Naraina Village, Naraina, CB-",New Delhi,IN-DL,110028,IN
894500754RCC46LI7Q47,SPARSH EVENTS,"1109, 11TH","nan, Naranpura,  FLOOR, SURYA ICON, B/H BINALI COMPLEX",AHMEDABAD,,380013,IN
3358001SDLTUSK1RQ134,SHARA SAI AGRO PRIVATE LIMITED,33,"69, Big Street, Narayana Krishnaraja Puram, Triplicane, OLD NO. , NEW NO.",CHENNAI,IN-TN,600005,IN
9845003BBBE75U567C49,SRI VELRAMS GREEN ENERGY PRIVATE LIMITED,17,"nan, Narayanavalasu,  A, SURYANARAYANAVALASU, MUTHUR",Erode,IN-TN,638105,IN
335800EGHI5ACEUEGH83,SEALDAH BISHWALOK WELFARE SOCIETY,NORTH 24,"nan, Narayanpur, Gopalpur I, EAST BERABERI, RAJARHAT GOPALPUR",PARGANAS,IN-WB,700136,IN
335800LF2E9IW346NH37,FRESHVILLE FROZEN & GROCERIES PRIVATE LIMITED,"77, 91","nan, Narela Mandi, Narela, 77-A, SCHEME NO. 91, ANAJ MANDI",INDORE,IN-MP,452003,IN
9845002ED809DC8F6E97,SAKSHI CONSTRUCTION MACHINERY INDIA PRIVATE LIMITED,17,"Shilpi Plaza Road, Narendra Nagar, Amaiya Colony, Ward No. Keshri Complex B-Block, Rewa, Rewa",Huzur,IN-MP,486001,IN
335800DG6NB1F48OJB46,PRECIMAC SOLUTIONS,"SR NO 57, 1, 2, PLOT NO 5","nan, Narhe, BEHIND SHREE INDUSTRIES, SR NO 57/1/2, PLOT NO 5, VILLAGE NARHE, PUNE",PUNE,IN-MH,411041,IN
8945009TTS6H0HTP4M62,EVEREST PHARMA,"30, 14, 3, 4, 13, 14","nan, Narhe, S. no. 30, H. No. 14, Unit no. 3, 4, 13&14, Unity industrial Estate, Narhe Dhayari",Pune,,411041,IN
984500C7D2FBY79E3E13,MODERN ENGINEERING AND PROJECTS LIMITED,"103, 4, 215, 10","Free Press Journal Marg, Nariman Point, 103/4 PLOT -215, HOUSE, FL-10, NIRIMAN POINT",MUMBAI,IN-MH,400021,IN
8945007V5J5301D3SM09,RAVI BIOLIFE PRIVATE LIMITED,"121, 12, 209","Jamnalal Bajaj Marg, Nariman Point, 121, 12 Floor Plot-209, Atlanta Building, Nariman Point Mumbai",Mumbai,,400021,IN
335800DG9MR9O6TYQA31,DUCHESS 2024,"1402, 03, 14TH","211, Free Press Journal Marg, Nariman Point, 1402/03, B WING, 14TH FLOOR, DALAMAL TOWER",MUMBAI,IN-MH,400021,IN
335800BEXSUPYCPZFN68,GROOTS 2024,"1402, 03, 14TH","211, Free Press Journal Marg, Nariman Point, 1402/03, B WING, 14TH FLOOR, DALAMAL TOWER",MUMBAI,IN-MH,400021,IN
335800II3QMZI4XVZX89,SECANT 12 2024,"1402, 1403, 14TH","211, Free Press Journal Marg, Nariman Point, 1402/1403, 14TH FLOOR, DALAMAL TOWER, B-WING",MUMBAI,IN-MH,400021,IN
335800NWOI956RFHDN04,WINNIE 2024,"1402, 1403, 14TH","211, Free Press Journal Marg, Nariman Point, 1402/1403, 14TH FLOOR, DALAMAL TOWER, B-WING",MUMBAI,IN-MH,400021,IN
3358004EVEYYNIUCEB09,NODDY 2024,"1402, 1403, 14TH","211, Free Press Journal Marg, Nariman Point, 1402/1403, 14TH FLOOR, DALAMAL TOWER, B-WING",MUMBAI,IN-MH,400021,IN
335800IFV7G11JDG7Z76,DRONA 1 TRUST DECEMBER 2024,"1402, 1403, 14TH","211, Free Press Journal Marg, Nariman Point, 1402/1403, 14TH FLOOR, DALAMAL TOWER, B-WING",MUMBAI,IN-MH,400021,IN
33580028MHQCL9A1DC63,OPTIMUS 2024,"1402, 1403, 14TH","211, Free Press Journal Marg, Nariman Point, 1402/1403, 14TH FLOOR, DALAMAL TOWER, B-WING",MUMBAI,IN-MH,400021,IN
335800OM19DSEDZHUZ43,BOUGAINVILLEA 2024,"1402, 1403, 14TH","211, Free Press Journal Marg, Nariman Point, 1402/1403, 14TH FLOOR, DALAMAL TOWER, B-WING",MUMBAI,IN-MH,400021,IN
8945006F9J3CVB5SAE54,SOPARIWALA EXPORTS PRIVATE LIMITED,21ST,"nan, Nariman Point,  FLOOR, NIRMAL",MUMBAI,,400021,IN
894500AEB07KX0PN5I60,SOPARIWALA EXPORTS,21ST,"nan, Nariman Point,  FLOOR, NIRMAL BUILDING",MUMBAI,,400021,IN
8945006F3ZJL8BTWMU71,SOPARIWALA INDIA LLP,21ST,"nan, Nariman Point,  FLOOR, NIRMAL BUILDING, MUMBAI",MUMBAI,,400021,IN
8945006FKM6W59TJLI35,RATIONAL ART AND PRESS PRIVATE LIMITED,21ST,"nan, Nariman Point,  FLOOR, NIRMAL BUILDING, MUMBAI",MUMBAI,,400021,IN
33580045GOF775TLUL75,SAHI LOGISTICS & INFRA PRIVATE LIMITED,"306, 3, 208","704, Jamnalal Bajaj Marg, Nariman Point, 306, FLOOR-3, PLOT-208, REGENT CHAMBERS",MUMBAI,IN-MH,400021,IN
8945004NTSV1UZ7IPI15,Apoletto Consultants LLP,"51, 5th","nan, Nariman Point,  Floor, Maker Chamber IV",Mumbai,,400021,IN
8945004NIPRIL0JREE43,Etechaces Services LLP,"51, 5th","nan, Nariman Point,  Floor, Maker Chamber IV",Mumbai,,400021,IN
8945004NO9BA7ZVN1Y89,Dunearn Services LLP,"51, 5th","nan, Nariman Point,  Floor, Maker Chamber IV",Mumbai,,400021,IN
8945005IGV4TW9VHX254,BANDIPUR VENTURES LLP,51B,"Jamnalal Bajaj Marg, Nariman Point, , Maker Chambers IV, Road",Mumbai,,400021,IN
3358001PHY6SVBCQAL30,SAARATHI FINANCE AND CREDIT PRIVATE LIMITED,"6TH, 62, 230","Ramnath Goenka Marg, Nariman Point, 6TH FLOOR, PREMISES NO. 62, SAKHAR BHAVAN, PLOT NO. 230, BLOCK NO. III, BACKBAY RECLAMATION SCHEME",MUMBAI,IN-MH,400021,IN
9845002C2LB7CB680834,INVENTURUS EMPLOYEES WELFARE FOUNDATION,704,"206, Jamnalal Bajaj Marg, Nariman Point,  DALAMAL HOUSE",MUMBAI,IN-MH,400021,IN
8945006FF2N4IAHNXY35,SOEX INDIA PRIVATE LIMITED,21ST,"nan, Nariman Point, NIRMAL,  FLOOR",MUMBAI,,400021,IN
3358009ISQ2H924E1I67,MIRCHANDANI AND COMPANY PRIVATE LIMITED,"107, 10TH, 223","51, Jamnalal Bajaj Marg, Nariman Point, OFFICE NO.107, 10TH FLOOR, PLOT NO.223, MAKER CHAMBER III",MUMBAI,IN-MH,400021,IN
335800B8MXPBXI83GY33,EMBROS PRINTERS PRIVATE LIMITED,"107, 10TH, 223","51, Jamnalal Bajaj Marg, Nariman Point, OFFICE NO.107, 10TH FLOOR, PLOT NO.223, MAKER CHAMBER III",MUMBAI,IN-MH,400021,IN
64885W2WAP2F0U673B68,CHANDI CHARAN COLD STORAGE PRIVATE LIMITED,C 4,"23, Joy Narayan Tarka Panchanan Road, Narkeldanga, BL-TH FLOOR, FL-G, LN, West Bengal",Kolkata,,700011,IN
6488LDB7PE3OZ7681856,KAMALA COLD STORAGE PVT LTD,4TH,"23, Joy Narayan Tarka Panchanan Road, Narkeldanga, BL-C, - FR, FL-G LN, West Bengal",Kolkata,,700011,IN
3358005RLJPHP1TG6O78,INTEGRATED FLOWTECH PRIVATE LIMITED,18,"Sanand - Sarkhej Road, Narmada Vasahat, /A, ULARIYA, OPP GOKULDHAM, SANATHAL HIGHWAY, TALUKA",AHMEDABAD,IN-GJ,382210,IN
9845001A48QAF8E4DA34,SHREE SAI KRUSHN BUILDCON,"3, 302","nan, Naroda, 3, D-302, Parimal Point, Behind Maruti Plaza",Ahmedabad,IN-GJ,382345,IN
335800U1Z1E7NTLRB633,MICRO PROTECT ENGIEQUIPMENTS PRIVATE LIMITED,"1, 6, 4","nan, Naroda, C-1-6-A, GIDC ESTATE, GIDC FEEDER NO.4, OPP. INGERSOLL RAND, NR. PARRY STEEL",AHMEDABAD,IN-GJ,382330,IN
9845003BCD109CMDAD09,MICRO PROTECT,"1, 6, 177, GIDC Phase 1","nan, Naroda, C/1/6/177, GIDC Phase 1, Opp. Ingersoll Rand, Village Naroda",Ahmedabad,IN-GJ,382330,IN
335800SQ251C7FJ8NN36,PRANAV CHEMICALS (INDIA) PRIVATE LIMITED,"165, 2","Gidc, Phase 2nd Road, Naroda, PLOT NO., G.I.D.C",AHMEDABAD,IN-GJ,382330,IN
335800ZBG5PD8N9ISU40,FININTERM TRADE LLP,"PLOT NO 88, SURVEY NO 219","nan, Narolgam, , SUDAMA INDUSTRIAL ESTATE, NR BHOOMI TEXT ILES, NAROL",AHMEDABAD,IN-GJ,382405,IN
984500ECFHCEOC61DD87,SINGULARITY STRATEGIC PROPERTIES LLP,"7, 52, 13, 1, 13, 155 and 156","nan, Narsingi, 7-52/ACG/13/A/1, Plot No. 13, Aditya Casa Grand, Sy Nos. 155 and 156, Narsingi Village, Rajendranagar",K.V. Rangareddy,IN-TS,500075,IN
335800SK77K7C712YD37,TANJORE AUTO SERVICE PRIVATE LIMITED,64,"64, Pudukkottai Road, Natarajan Nagar, Annai Sathya Nagar, NO., NANJIKOTTAI VATTAM",THANJAVUR,IN-TN,613001,IN
8945009GL2YG43G2UU12,The shelter,326,"nan, Naubasta,  baba nagar naubasta kanpur",kanpur nagar,,208027,IN
6488O126C9T2NF96LH42,TEX YEAR INDUSTRIAL ADHESIVES PRIVATE LIMITED,704,"Dadabhai Cross Road Number 2, Navpada, Kamala Nagar, Vile Parle West,  D SQUARE, OPP CNMS SCHOOL, Maharashtra",MUMBAI,,400056,IN
984500CCY4550X801C83,SIDDHAYA SHRISHTI PRIVATE LIMITED,101,"nan, Navpada, Vile Parle East, Vile Parle,  B WING, GHARKUL CHS LTD, AZAD ROAD, Vileparle Railway Station",Mumbai,IN-MH,400057,IN
335800LO58PWXD947W25,TOPAX NDT SOLUTIONS LLP,C 10 2,"Dayaldas Road, Navpada, Vile Parle East, Vile Parle,  SUKUMAR SOCIETY",MUMBAI,IN-MH,400057,IN
984500A4CD7949BEC461,AADINATH ORNAMENTS PRIVATE LIMITED,2,"nan, Navrangpura, , DIPAWALI CENTRE, OPP. HIGH COURT",AHMEDABAD,IN-GJ,380009,IN
3358006QVPEJWBJHAV76,SRISHYAM KRIPA HOTELS AND CONSTRUCTIONS,18,"Jaipur Road, Naya BaJar, WARD NO. , C/O HOTEL, SAGAR, BUS STAND, CHOMU",JAIPUR,IN-RJ,303702,IN
984500FBB950F6E66F11,JBR OVERSEAS PRIVATE LIMITED,"2618, 2619, 8","nan, Naya Bazar, Khari Baoli, Chandni Chowk, 2618-2619, G/F PVT NO. 8, NEAR PUNJAB AND SIND BANK",DELHI,IN-DL,110006,IN
3358005K17TNVABJKW68,GAGAN WAREHOUSE,"8, 1","nan, Nayta Mundla, 8/1, VILLAGE - MUNDLA NAYTA, MUNDLA NAYTA, NAYTA MUNDLA SQUARE",INDORE,IN-MP,452016,IN
9845005FCAEB1AB98K91,SAANTONY TECHNOLOGY PRIVATE LIMITED,109,"nan, Neelasandra, No.",Bengaluru,IN-KA,560047,IN
984500E511AA43P4CE34,JAI KRISHAN FINLEASE PRIVATE LIMITED,24,"nan, Neeti Bagh, SHOP NO. , GROUND FLOOR, DDA SHOP, SOUTH EXT-II",New Delhi,IN-DL,110049,IN
98450060B38C08044821,M R P INFRA,03,"07, Nehru Chacha Nagar, Sayaji Park Society, FF-, Shree Rangan Resicom, Opp. vhala Residency, Nr. Shreeji High View, New Karelibaug",Vadodara,IN-GJ,390019,IN
6488SV70PN72I80QZ774,WORK EASY SPACE SOLUTIONS PRIVATE LIMITED,"2, 88","288, Rajiv Gandhi Salai, Nehru Nagar, Perungudi, Saravana Matrix Tower LLP, 2/88, OMR, Seevaram",Chennai,,600096,IN
9845005838BBB0914106,KARTHIKEYA ENTERPRISES IMPEX PRIVATE LIMITED,"10, 28, 2, 101","10-50-11 7, Waltair Main Road, Nehru Nagar, Ram Nagar, D NO. 10-28-2, Flat No. 101, A SQUARE BUSINESS CENTRE, SIRIPURAM",Vishakhapatnam,IN-AP,530003,IN
8945008XYDIJVCIOOM14,SKYMET WEATHER SERVICES PRIVATE LIMITED,"109 KUSAL BAZAR32, 33, 19","nan, Nehru Place, 109 KUSAL BAZAR32-33 NEHRU PLACE ND-19",New Delhi,,110019,IN
984500C62A9D62A86166,MNF METALS & FORMING PRIVATE LIMITED,1313 ANSAL TOWER38,"nan, Nehru Place,  NEHRU PLACE",NEW DELHI,IN-DL,110019,IN
3358006IHXSMSQLBJU13,ACRE-178-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800J8Y1DGP4RB8E04,ACRE-180-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800XOQ8GQFUTKB763,ACRE-184-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800KPE5MUSP79K633,ACRE-182-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
3358005CN3W6MAJIOX83,ACRE-179-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800XT996FRXG8YQ11,ACRE-181-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800N4KSWJVRER6B55,ACRE-176-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800O1ME2P4BCLE292,ACRE-183-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800THOX7FZQJKVS41,ACRE-185-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800KHBWWKKCA1ZS88,ACRE-177-TRUST,14TH,"nan, Nehru Place,  FLOOR, EROS CORPORATE TOWER",NEW DELHI,IN-DL,110019,IN
335800L9OM1JSJFTTY46,PERFECT SYNERGY ADVISORY SERVICES PRIVATE LIMITED,"1501, 43","nan, Nehru Place, 1501 CHIRANJIV TOWER, 43",NEW DELHI,IN-DL,110019,IN
335800LSSOC97RHKBN61,CXC CONSULTANTS PRIVATE LIMITED,"5TH, 17, 18","nan, Nehru Place, 5TH FLOOR, PUNJ ESSEN HOUSE, 17-18, SOUTH DELHI, NEW DELHI",DELHI,IN-DL,110019,IN
335800NB13SWI6FQOI52,TELSPIEL COMMUNICATION PVT LTD,"17, 18","nan, Nehru Place, LEVEL- VPUNJ ESSEN HOUSE, 17-18, SOUTH DELHI, NEW DELHI, DELHI, INDIA",SOUTH DELHI,IN-DL,110019,IN
984500LE137904F53862,DIGIMRO DISTRIBUTION SERVICES PRIVATE LIMITED,"305, 310, 9, 10, 11","Lala Lajpat Rai Road, Nehru Place, UNIT NO. 305-310, PLOT NO. 9, 10, 11, VARDHMAN TRADE CENTRE",NEW DELHI,IN-DL,110019,IN
6488MN820MG31FG82D70,BHAGWATI SPACES,"1702, 1, Sector 46","nan, Nerul West, Nerul, A-1702, Plot No. 1/A/B, C, Sector 46A, Navi Mumbai, Maharashtra",Thane,,400706,IN
335800R91DQWUD6MOH83,EKATO INDIA PRIVATE LIMITED,"D 182, 3","nan, Nerul, PLOT NO. D 182/3, TTC INDUSTRIAL AREA, M.I.D.C",NAVI MUMBAI,IN-MH,400706,IN
9845002IA5CE13C0CN20,SAMPURNAM ENTERPRISES,1142,"Quarters Street, Nesavaalar Colony, Saibaba Colony,  D, CGV ARCADE, METTUPALAYAM ROAD",Coimbatore,IN-TN,641043,IN
98450091C87CBDHE4492,SAMPURNAM ASSOCIATES,1142,"Quarters Street, Nesavaalar Colony, Saibaba Colony, -C, CGV Arcade, Mettupalayam Road",Coimbatore,IN-TN,641043,IN
33580014L32B9KBAZ284,BHARAT@2047 ASSETS MANAGERS LLP,301,"nan, Netaji Subhash Place, Pitampura, , KRISHNA APRA BUSINESS SQUARE, NORTH WEST DELHI",DELHI,IN-DL,110034,IN
335800XDNKEBGSVHOX72,PARNAMI FOOTWEAR,"9TH, 909","nan, Netaji Subhash Place, Pitampura, 9TH FLOOR, OFFICE NO. 909, GOPAL HEIGHTS TOWER, NETAJI SUBHASH PALACE, NORTH WEST DELHI",NORTH WEST DELHI,IN-DL,110034,IN
335800SG14SLZ4UKHN11,GOLDEN SPARROW DEVELOPERS PRIVATE LIMITED,12TH,"nan, Netaji Subhash Place, Shakurpur,  FLOOR, AGGARWAL METRO HEIGHTS NETAJI SUBHASH PLACE, PITAMPURA",DELHI,IN-DL,110034,IN
984500H2EE2A6C681D41,PROACTIVE PLAST PRIVATE LIMITED,"407, 1, 1","nan, Netaji Subhash Place, Shakurpur, 407, PEARLS OMAXE TOWER-1, PLOT NO. B-1 NETAJI SUBHASH PLACE, PITAMPURA",Delhi,IN-DL,110034,IN
984500C704F104FD5757,RAYSONS RESIDENCY PRIVATE LIMITED,15,"Chimanlal Girdharlal Road, New Commercial Mills Staff Society, Ellisbridge, , NATIONAL PLAZA BUILDING, OPP. LAL BUNGLOWS, C. G., NAVRANGPURA",Ahmedabad,IN-GJ,380009,IN
98450003CFDFF677F818,ACHARYA SECURITIES PVT LTD,16,"Chimanlal Girdharlal Road, New Commercial Mills Staff Society, Ellisbridge, , NATIONAL PLAZA, OPP. LAL BUNGLOW, C. G.",AHMEDABAD,IN-GJ,380009,IN
98450098CCE00EBE8F94,ELEGANCE SKYZ PRIVATE LIMITED,1,"Chimanlal Girdharlal Road, New Commercial Mills Staff Society, Ellisbridge, L-, SWAGAT COMPLEX, C.G.",Ahmedabad,IN-GJ,380006,IN
894500969P60CCC60M34,EASY SOLAR SOLUTIONS PRIVATE LIMITED,H NO 270,"nan, New Defence Colony,  NEW DEFENCE COLONY RAILWAY ROAD MURADNAGAR, MURADNAGAR",GHAZIABAD,,201001,IN
894500BASL2KM3C67Q03,Khaitan Welfare Foundation,70,"nan, New Friends Colony,  B, Friends Colony (West)",New Delhi,,110065,IN
984500DE6B5C47AUAC15,PUSHKAR GUPTA & SONS HUF,227,"nan, New Friends Colony, A-",DELHI,IN-DL,110025,IN
335800WBWMVXT8YJWK47,PUSHTI METAL INDUSTRIES LLP,319,"nan, New Friends Colony, B- NEW FRIENDS COLONY",NEW DELHI,IN-DL,110065,IN
984500B7F59CCE5T6387,OM SHUBHAM HOUSING AND CONSTRUCTION CO. PRIVATE LIMITED.,544,"nan, New Friends Colony, B-, FIRST FLOOR",NEW DELHI,IN-DL,110025,IN
6488VVIA53L7129OV310,SAILON INDUSTRIES,812,"Demolition Road, New GIDC, Katargam, P-, NEW GIDC-FULPADA, Demoliation, Fulpada, Gujarat",Surat,,395004,IN
335800RATE8969YGB916,SMPC INDUSTRIES (INDIA) PRIVATE LIMITED,10,"nan, New Gummidipoondi, PLOT NO D-/N SIPCOT INDUSTRIAL COMPLEX GUMMIDIPOONDI",GUMMIDIPOONDI,IN-TN,601201,IN
984500F599A5139DFF63,GRANITE ZONE INDIA PRIVATE LIMITED,"BTM 1, 29, 4","Bannerghatta Road, New Gurappana Palya, BTM 1st Stage, No. 29/4, Between Mico and Dairy Circle",Bangalore,IN-KA,560030,IN
6488Q63Y4EQJ526J0Q55,SHREE RAM CORPORATION,"144, 2, 1, 1","Nikol - Naroda Road, New India Colony, Survey No. 144/2/1, A-1 Crystal Bunglows, Nr. Raspan Party Plot",Ahmedabad,,382350,IN
3358003FIN96VTN1MS85,SHREE NEELMANI INDUSTRIES,"PLOT NO 4, 6","nan, New Industrial Township, PLOT NO 4/6, FARIDABAD INDUSTRIAL PARK, NIT, FARIDABAD",FARIDABAD,IN-HR,121001,IN
984500EEC014E8554743,INDERJIT BAJAJ & ASSOCIATES,229,"nan, New Jawahar Nagar, Talwandi",JALANDHAR,IN-PB,144001,IN
